score,hypers
41.36596440353196,{'max_depth': 13, 'min_child_weight': 1, 'gamma': 3.4540385634882522, 'n_estimators': 50, 'eta': 1.0, 'subsample': 0.1, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 1.2668600474905045, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
47.39203995557467,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 10.0, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
43.6252887108254,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 50, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
17.425812594858996,{'max_depth': 17, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.5263465497223114, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 3.3453670907658846, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.3705469691934,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 2.665624219849099, 'n_estimators': 500, 'eta': 0.1, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 1.6788284969080847, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
55.683846765582636,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 4.536258103207984, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.1, 'colsample_bytree': 1.0, 'reg_alpha': 4.304685630461667, 'reg_lambda': 8.540195685211678, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
41.4006624872991,{'max_depth': 16, 'min_child_weight': 20, 'gamma': 5.282553309021493, 'n_estimators': 50, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 9.878624524295608, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
31.104417811663737,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.3245245168640044, 'colsample_bytree': 0.6739332108837558, 'reg_alpha': 0.0, 'reg_lambda': 0.5637481940433674, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
53.58722972625271,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 50, 'eta': 1.0, 'subsample': 0.29286120478694944, 'colsample_bytree': 0.23213207014245563, 'reg_alpha': 0.0, 'reg_lambda': 0.09918321502480629, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
19.145681166935606,{'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.5240590303679198, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
14.955685735367357,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.8887168846627527, 'reg_alpha': 0.0, 'reg_lambda': 1.8986760829009972, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
14.816787667355014,{'max_depth': 12, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.4519374647605461, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
23.196120828451985,{'max_depth': 2, 'min_child_weight': 17, 'gamma': 0.0, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.44761798634895555, 'reg_alpha': 0.0, 'reg_lambda': 0.9535793796832275, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
13.93816403747582,{'max_depth': 17, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 0.1, 'subsample': 0.567827945085843, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
43.19844061614449,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
13.459047607608971,{'max_depth': 14, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 2.5553585646808834, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
20.004036593807385,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
19.230979954778316,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 0.0, 'n_estimators': 50, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.7497557266589346, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
36.12251120461581,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 50, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.5882957480310459, 'reg_alpha': 3.9771925898117964, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
16.763409076799267,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 1.0, 'colsample_bytree': 0.38270588370583825, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
46.142575876294835,{'max_depth': 15, 'min_child_weight': 1, 'gamma': 4.125496897016547, 'n_estimators': 500, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
17.185693895082235,{'max_depth': 16, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 500, 'eta': 1.0, 'subsample': 0.4142741377921507, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
47.03586542488574,{'max_depth': 20, 'min_child_weight': 1, 'gamma': 2.8671164360661088, 'n_estimators': 50, 'eta': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 10.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
10.235437982811925,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'n_estimators': 50, 'eta': 1.0, 'subsample': 0.7178246736634525, 'colsample_bytree': 0.6033147612546585, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
