score,hypers
0.05072487723198328,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 0, 'subsample': 1.0, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.06981815858144573,{'max_depth': 2, 'min_child_weight': 16, 'gamma': 10.0, 'learning_rate': 1.0, 'n_estimators': 500, 'eta': 0.1, 'max_delta_step': 6, 'subsample': 0.5025215333435277, 'colsample_bytree': 0.12820833298619275, 'reg_alpha': 4.334279036265814, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04365778125560091,{'max_depth': 11, 'min_child_weight': 1, 'gamma': 9.868521054491437, 'learning_rate': 0.05671636733997104, 'n_estimators': 500, 'eta': 1.0, 'max_delta_step': 9, 'subsample': 0.3503202752683503, 'colsample_bytree': 1.0, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.05006549651008132,{'max_depth': 20, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.0828156685869916, 'n_estimators': 500, 'eta': 0.48151179961253177, 'max_delta_step': 5, 'subsample': 1.0, 'colsample_bytree': 0.1, 'reg_alpha': 2.786160801666922, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04273678075554797,{'max_depth': 6, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.089855988174208, 'n_estimators': 500, 'eta': 0.5628612227397742, 'max_delta_step': 10, 'subsample': 0.9301657400197285, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 10.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04354411258028028,{'max_depth': 2, 'min_child_weight': 6, 'gamma': 6.577166200415059, 'learning_rate': 0.31408279428449704, 'n_estimators': 74, 'eta': 0.6628534263895591, 'max_delta_step': 10, 'subsample': 0.2617188204051467, 'colsample_bytree': 0.8680523012053919, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.048623853882926504,{'max_depth': 5, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 1.0, 'n_estimators': 394, 'eta': 1.0, 'max_delta_step': 0, 'subsample': 0.7468418044934175, 'colsample_bytree': 0.1, 'reg_alpha': 2.4558710784105653, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04266006018560029,{'max_depth': 2, 'min_child_weight': 20, 'gamma': 0.0, 'learning_rate': 0.3916519761754922, 'n_estimators': 271, 'eta': 0.1, 'max_delta_step': 7, 'subsample': 0.6703125573159179, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04384861049147014,{'max_depth': 20, 'min_child_weight': 16, 'gamma': 2.874856041992004, 'learning_rate': 0.39102740137892017, 'n_estimators': 231, 'eta': 1.0, 'max_delta_step': 3, 'subsample': 0.7480037980105917, 'colsample_bytree': 0.40758256415857785, 'reg_alpha': 0.0, 'reg_lambda': 4.536873488447193, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
0.04351378047362685,{'max_depth': 2, 'min_child_weight': 1, 'gamma': 2.4522961982348597, 'learning_rate': 0.09280728587373792, 'n_estimators': 332, 'eta': 0.6600998683398687, 'max_delta_step': 0, 'subsample': 0.4394864753356629, 'colsample_bytree': 0.1, 'reg_alpha': 0.0, 'reg_lambda': 3.9316079557955486, 'objective': 'reg:squarederror', 'eval_metric': 'rmse'}
